,_step,charts/episodic_return,global_step,charts/decisions
0,476,34.84110641479492,25813.0,476
1,2041,0.0,109659.0,2041
2,2103,78.38330078125,113142.0,2103
3,2363,44.462886810302734,127039.0,2363
4,2539,100.35965728759766,136340.0,2539
5,2818,0.0,151024.0,2818
6,2840,204.95425415039062,152222.0,2840
7,3220,172.0116729736328,172765.0,3220
8,5550,58.62234878540039,298278.0,5550
9,5833,0.0,313422.0,5833
10,6895,31.289825439453125,370282.0,6895
11,7196,8.048493385314941,386366.0,7196
12,7577,78.38330078125,406416.0,7577
13,7937,24.156063079833984,425908.0,7937
14,7981,0.0,428372.0,7981
15,8323,78.38330078125,446907.0,8323
16,8819,36.41433334350586,473450.0,8819
17,9221,73.851318359375,495124.0,9221
18,9274,221.90847778320312,497997.0,9274
19,9308,75.38027954101562,499918.0,9308
20,10017,0.0,537477.0,10017
21,10734,37.25624465942383,576227.0,10734
22,10947,0.0,587405.0,10947
23,11094,16.207645416259766,595362.0,11094
24,11796,0.0,632491.0,11796
25,12602,0.0,675818.0,12602
26,12930,0.0,693269.0,12930
27,13165,14.408940315246582,705661.0,13165
28,13596,0.0,728974.0,13596
29,13726,0.0,736211.0,13726
30,13806,0.0,740569.0,13806
31,13810,0.0,740742.0,13810
32,13953,12.114069938659668,748416.0,13953
33,14373,38.040489196777344,770950.0,14373
34,14577,172.0116729736328,781797.0,14577
35,15407,46.03372573852539,826487.0,15407
36,15802,0.0,847460.0,15802
37,15907,36.41433334350586,852895.0,15907
38,16522,4.300291538238525,885448.0,16522
39,16581,91.05292510986328,888466.0,16581
40,17249,78.38330078125,923694.0,17249
41,17288,0.0,925724.0,17288
42,17390,24.758098602294922,931107.0,17390
43,17925,0.0,959635.0,17925
44,19205,0.0,1027990.0,19205
45,19441,29.552980422973633,1040717.0,19441
46,19498,0.0,1043866.0,19498
47,19866,0.0,1063170.0,19866
48,20178,31.289825439453125,1079716.0,20178
49,20230,12.193431854248047,1082514.0,20230
50,20368,0.0,1089832.0,20368
51,20519,23.183834075927734,1097915.0,20519
52,21008,0.0,1124015.0,21008
53,21145,34.84110641479492,1131560.0,21145
54,21857,0.0,1169280.0,21857
55,22218,12.114069938659668,1188422.0,22218
56,22456,0.0,1200915.0,22456
57,22860,37.27580261230469,1222701.0,22860
58,23164,73.851318359375,1238918.0,23164
