,_step,charts/episodic_return,global_step,charts/decisions
0,190,60.180240631103516,2945.0,190
1,1208,4.949999809265137,18550.0,1208
2,1637,0.0,25092.0,1637
3,2283,37.64186096191406,34997.0,2283
4,2460,33.980979919433594,37744.0,2460
5,4085,208.7034149169922,62700.0,4085
6,5991,18.27034568786621,91944.0,5991
7,6834,143.1181182861328,104859.0,6834
8,6963,91.70825958251953,106833.0,6963
9,7023,19.22791290283203,107756.0,7023
10,7960,34.75495147705078,122262.0,7960
11,9044,64.06282806396484,138782.0,9044
12,9614,230.7443084716797,147539.0,9614
13,10646,0.0,163368.0,10646
14,11022,27.883649826049805,169101.0,11022
15,12185,67.24443817138672,186990.0,12185
16,13038,47.28963088989258,200134.0,13038
17,13507,0.0,207343.0,13507
18,15659,31.138816833496094,240324.0,15659
19,15676,52.6783447265625,240571.0,15676
20,16385,94.37590026855469,251466.0,16385
21,19879,83.51207733154297,305097.0,19879
22,19951,51.81032180786133,306229.0,19951
23,24264,0.0,372303.0,24264
24,24430,33.259037017822266,374807.0,24430
25,28170,66.03919219970703,432097.0,28170
26,28836,74.0559310913086,442321.0,28836
27,29806,74.76667022705078,457243.0,29806
28,32472,178.3067626953125,498200.0,32472
29,34250,0.0,525541.0,34250
30,35078,13.812113761901855,538284.0,35078
31,35210,95.54621124267578,540329.0,35210
32,35951,0.0,551627.0,35951
33,37009,318.358154296875,567890.0,37009
34,37094,4.300291538238525,569164.0,37094
35,39445,0.0,605222.0,39445
36,41761,29.461326599121094,640529.0,41761
37,41829,0.0,641565.0,41829
38,41987,4.660326957702637,643970.0,41987
39,44486,0.0,682205.0,44486
40,44835,50.228397369384766,687567.0,44835
41,47020,84.03823852539062,721386.0,47020
42,47325,41.032508850097656,726055.0,47325
43,47999,4.300291538238525,736264.0,47999
44,48930,54.71445846557617,750582.0,48930
45,48983,0.0,751389.0,48983
46,49203,32.193294525146484,754773.0,49203
47,49514,50.7641716003418,759507.0,49514
48,50435,27.894775390625,773675.0,50435
49,51578,5.0,791192.0,51578
50,52398,4.754950046539307,803791.0,52398
51,52805,128.6425018310547,810017.0,52805
52,53193,0.0,816015.0,53193
53,54264,57.304813385009766,832419.0,54264
54,55250,40.23524475097656,847548.0,55250
55,55767,42.957393646240234,855536.0,55767
56,55881,54.60655212402344,857270.0,55881
57,56926,109.45849609375,873351.0,56926
58,57863,61.59349060058594,887696.0,57863
59,57897,36.253326416015625,888237.0,57897
60,57931,115.73734283447266,888760.0,57931
61,58136,0.0,891931.0,58136
62,60217,0.0,923925.0,60217
63,60694,0.0,931277.0,60694
64,62287,5.0,955809.0,62287
65,62436,64.09529113769531,958099.0,62436
66,62916,72.24443817138672,965522.0,62916
67,63058,78.98905944824219,967696.0,63058
