,_step,charts/episodic_return,global_step,charts/decisions
0,2092,0.0,39505.0,2092
1,2553,35.75457763671875,48075.0,2553
2,2672,0.0,50248.0,2672
3,2728,73.851318359375,51231.0,2728
4,3521,36.348426818847656,66522.0,3521
5,5173,32.093875885009766,97833.0,5173
6,6955,78.38330078125,129889.0,6955
7,8530,150.96470642089844,157430.0,8530
8,10246,72.0270767211914,189223.0,10246
9,12287,0.0,226972.0,12287
10,13075,9.801494598388672,240511.0,13075
11,14898,0.0,275160.0,14898
12,15332,9.426691055297852,283745.0,15332
13,15568,4.949999809265137,288345.0,15568
14,15768,22.67271614074707,292024.0,15768
15,16085,91.73963165283203,298549.0,16085
16,16216,28.59681510925293,301058.0,16216
17,16371,4.851494789123535,304174.0,16371
18,17023,95.08155822753906,317135.0,17023
19,17378,0.0,323218.0,17378
20,18296,92.6856689453125,340999.0,18296
21,18764,25.76471710205078,349715.0,18764
22,20292,0.0,378111.0,20292
23,20629,27.315677642822266,383548.0,20629
24,21109,5.0,392704.0,21109
25,21548,0.0,401236.0,21548
26,22478,27.931716918945312,417367.0,22478
27,23304,60.23828125,432177.0,23304
28,25336,32.28289031982422,469721.0,25336
29,25932,36.380775451660156,479919.0,25932
30,28367,0.0,523594.0,28367
31,30611,20.98854637145996,563953.0,30611
32,30693,148.86856079101562,565485.0,30693
33,30907,33.85947799682617,569537.0,30907
34,30948,12.193431854248047,570423.0,30948
35,31106,0.0,573651.0,31106
36,31208,56.58354187011719,576087.0,31208
37,32580,35.12640380859375,599703.0,32580
38,35083,86.47071838378906,646656.0,35083
39,36059,67.3377456665039,663856.0,36059
40,36091,34.846168518066406,664363.0,36091
41,36452,0.0,669949.0,36452
42,36566,26.612812042236328,672041.0,36566
43,37826,74.20206451416016,695186.0,37826
44,38665,19.00328254699707,711665.0,38665
45,40628,69.62866973876953,748468.0,40628
46,41495,106.88816833496094,762777.0,41495
47,41741,29.108970642089844,767534.0,41741
48,42448,142.79415893554688,781017.0,42448
49,42540,4.754950046539307,782642.0,42540
50,45884,58.50458908081055,844962.0,45884
51,48005,9.137018203735352,883497.0,48005
52,49088,34.84110641479492,903372.0,49088
53,52293,23.72104263305664,967372.0,52293
54,52545,301.7131652832031,972236.0,52545
55,52599,33.13291931152344,973425.0,52599
56,53083,22.38345718383789,983977.0,53083
57,53161,84.4193344116211,985244.0,53161
58,53389,83.93419647216797,990330.0,53389
59,55018,9.949999809265137,1025786.0,55018
60,56030,13.905315399169922,1046036.0,56030
61,56153,228.1829833984375,1049013.0,56153
62,56157,24.29183578491211,1049140.0,56157
63,57143,0.0,1069746.0,57143
64,58294,0.0,1094203.0,58294
65,59005,30.591392517089844,1108926.0,59005
66,59427,56.42699432373047,1117211.0,59427
67,59435,34.274078369140625,1117463.0,59435
68,60363,121.14341735839844,1136684.0,60363
69,61858,221.28125,1167593.0,61858
70,62201,0.0,1173936.0,62201
71,62690,54.96360397338867,1183334.0,62690
72,63970,98.59806823730469,1208691.0,63970
73,64304,0.0,1215623.0,64304
74,64798,13.980979919433594,1225246.0,64798
75,65021,43.64130783081055,1229570.0,65021
76,65924,91.90601348876953,1246551.0,65924
77,67696,5.0,1282552.0,67696
78,68191,119.70638275146484,1292209.0,68191
79,68691,28.184110641479492,1301558.0,68691
80,69015,14.361395835876465,1307997.0,69015
81,69239,78.38330078125,1311960.0,69239
82,70092,0.0,1328730.0,70092
83,71923,286.1124572753906,1364430.0,71923
84,72878,0.0,1382962.0,72878
85,74697,45.0719108581543,1419377.0,74697
86,75409,159.30213928222656,1433475.0,75409
87,76094,0.0,1447918.0,76094
