,_step,charts/episodic_return,global_step,charts/decisions
0,2294,19.874866485595703,122975.0,2294
1,2375,73.851318359375,127414.0,2375
2,2549,85.35205078125,136827.0,2549
3,3465,0.0,185460.0,3465
4,3579,0.0,191395.0,3579
5,4423,85.31314086914062,235938.0,4423
6,4460,0.0,237862.0,4460
7,4712,0.0,251510.0,4712
8,5144,60.83945083618164,274521.0,5144
9,5333,73.851318359375,284793.0,5333
10,5419,49.756561279296875,289509.0,5419
11,5468,157.87225341796875,292237.0,5468
12,5763,73.851318359375,308230.0,5763
13,5894,22.840734481811523,315169.0,5894
14,5918,13.618799209594727,316384.0,5918
15,5928,0.0,316893.0,5928
16,5956,0.0,318364.0,5956
17,6310,78.38330078125,337531.0,6310
18,6691,19.874866485595703,357648.0,6691
19,7021,28.020145416259766,375167.0,7021
20,7176,24.688879013061523,383703.0,7176
21,7372,73.851318359375,394270.0,7372
22,7791,0.0,416789.0,7791
23,8128,0.0,435097.0,8128
24,8315,0.0,445017.0,8315
25,8488,0.0,454405.0,8488
26,8665,0.0,463819.0,8665
27,9059,36.41433334350586,484683.0,9059
28,9324,16.207645416259766,498882.0,9324
29,9664,46.10751724243164,517043.0,9664
30,9841,0.0,526729.0,9841
31,10286,0.0,549847.0,10286
32,11040,12.193431854248047,590477.0,11040
33,12453,148.42625427246094,666333.0,12453
34,12984,0.0,695130.0,12984
35,13023,31.793743133544922,697415.0,13023
36,13477,0.0,721740.0,13477
37,15014,34.84110641479492,805298.0,15014
38,15094,78.38330078125,809537.0,15094
39,15136,23.177982330322266,811841.0,15136
40,15421,54.71849060058594,827154.0,15421
41,15597,0.0,836817.0,15597
42,15836,78.38330078125,849428.0,15836
43,16025,40.76198959350586,859721.0,16025
44,16283,36.41433334350586,873672.0,16283
45,16720,12.397570610046387,897007.0,16720
46,16905,78.38330078125,906678.0,16905
47,17492,0.0,937411.0,17492
48,17657,0.0,946346.0,17657
49,17942,102.5245132446289,961753.0,17942
50,18293,0.0,980600.0,18293
51,18342,0.0,983245.0,18342
52,18419,0.0,987078.0,18419
53,18626,46.252498626708984,998094.0,18626
54,19076,0.0,1022495.0,19076
55,19263,0.0,1032305.0,19263
56,20193,0.0,1082340.0,20193
57,20413,0.0,1094180.0,20413
58,20564,0.0,1102322.0,20564
59,20962,36.41433334350586,1123456.0,20962
60,20973,0.0,1124040.0,20973
61,21155,0.0,1133535.0,21155
62,21257,0.0,1138806.0,21257
63,21456,78.38330078125,1149830.0,21456
64,21595,0.0,1157394.0,21595
65,21960,0.0,1177032.0,21960
66,22310,34.84110641479492,1196025.0,22310
67,22407,36.41433334350586,1201114.0,22407
68,22881,36.41433334350586,1226651.0,22881
69,23606,52.85816955566406,1265049.0,23606
70,24548,0.0,1315236.0,24548
71,24594,0.0,1317617.0,24594
72,24643,74.97140502929688,1320282.0,24643
73,25403,0.0,1361110.0,25403
74,25473,34.84110641479492,1364717.0,25473
75,25908,119.11890411376953,1387682.0,25908
76,26125,0.0,1399207.0,26125
77,26189,0.0,1402752.0,26189
78,26329,0.0,1410242.0,26329
79,26503,78.38330078125,1419809.0,26503
80,27140,23.570344924926758,1453713.0,27140
81,27291,23.177982330322266,1461904.0,27291
82,27331,74.97140502929688,1464107.0,27331
83,27378,0.0,1466663.0,27378
84,27574,0.0,1477209.0,27574
85,28337,31.729080200195312,1518548.0,28337
86,28706,0.0,1537925.0,28706
87,28820,19.840356826782227,1544070.0,28820
88,29421,0.0,1576625.0,29421
89,29791,0.0,1596124.0,29791
90,30123,0.0,1613804.0,30123
91,30184,22.840734481811523,1617092.0,30184
92,30388,29.109594345092773,1628106.0,30388
93,31368,0.0,1679911.0,31368
94,31380,91.05292510986328,1680567.0,31380
95,31566,12.114069938659668,1690711.0,31566
96,31670,73.851318359375,1696208.0,31670
97,31679,91.05292510986328,1696680.0,31679
98,31804,0.0,1703292.0,31804
99,31872,23.177982330322266,1707007.0,31872
100,32081,0.0,1718218.0,32081
101,32111,0.0,1719765.0,32111
102,32307,73.851318359375,1730583.0,32307
103,32581,18.546051025390625,1745332.0,32581
104,32793,0.0,1756891.0,32793
105,33883,0.0,1815770.0,33883
106,34316,0.0,1839082.0,34316
107,35993,33.95838928222656,1928670.0,35993
108,36342,0.0,1947729.0,36342
109,36421,0.0,1951881.0,36421
110,36989,0.0,1982740.0,36989
111,37082,102.83522033691406,1987674.0,37082
112,37491,47.97475814819336,2009491.0,37491
113,37896,0.0,2031605.0,37896
114,37947,0.0,2034247.0,37947
115,38324,0.0,2054046.0,38324
116,38502,0.0,2063491.0,38502
117,38554,0.0,2066318.0,38554
118,38587,14.221153259277344,2068068.0,38587
119,38629,0.0,2070372.0,38629
120,38799,36.41433334350586,2079485.0,38799
121,38837,74.97140502929688,2081625.0,38837
122,39054,34.84110641479492,2093118.0,39054
123,39159,16.194557189941406,2098874.0,39159
124,39506,0.0,2117584.0,39506
125,40206,78.38330078125,2155263.0,40206
126,41133,52.85816955566406,2205680.0,41133
127,41703,0.0,2236213.0,41703
128,41757,12.114069938659668,2239036.0,41757
129,42095,60.50189208984375,2257331.0,42095
130,42513,0.0,2279751.0,42513
131,43279,77.79145812988281,2321057.0,43279
132,43384,22.840734481811523,2326876.0,43384
133,44374,7.670062065124512,2380207.0,44374
134,44523,0.0,2388344.0,44523
135,45715,0.0,2452094.0,45715
136,46129,12.193431854248047,2474332.0,46129
137,46205,73.851318359375,2478527.0,46205
138,46410,91.05292510986328,2489407.0,46410
139,47204,4.257288932800293,2532343.0,47204
140,48312,35.30049514770508,2591977.0,48312
141,48314,37.11973190307617,2592054.0,48314
142,48467,0.0,2600168.0,48467
143,48708,12.114069938659668,2613174.0,48708
144,48767,0.0,2616298.0,48767
145,49473,4.257288932800293,2654297.0,49473
146,50453,78.38330078125,2706869.0,50453
147,50767,92.28584289550781,2723487.0,50767
148,50809,12.397570610046387,2725604.0,50809
149,50812,69.79008483886719,2725796.0,50812
150,50979,34.379859924316406,2734420.0,50979
151,51621,0.0,2768712.0,51621
152,51659,34.84110641479492,2770837.0,51659
153,51774,0.0,2777096.0,51774
154,51781,83.00801086425781,2777466.0,51781
155,52291,0.0,2805060.0,52291
156,52969,0.0,2841217.0,52969
157,52999,0.0,2842835.0,52999
158,53139,4.802979946136475,2850485.0,53139
159,53206,0.0,2854046.0,53206
160,54014,91.05292510986328,2897296.0,54014
161,54185,19.79629898071289,2906424.0,54185
162,55102,0.0,2955375.0,55102
163,55298,14.88697624206543,2965941.0,55298
164,55369,0.0,2969839.0,55369
165,55511,69.57628631591797,2977379.0,55511
166,56271,12.193431854248047,3017962.0,56271
167,56897,23.570344924926758,3051224.0,56897
168,56967,0.0,3054865.0,56967
169,57067,57.354427337646484,3060231.0,57067
170,57078,0.0,3060773.0,57078
171,57282,72.91207122802734,3072038.0,57282
172,58397,34.84110641479492,3132239.0,58397
173,58732,178.97720336914062,3150593.0,58732
174,58826,281.70574951171875,3155567.0,58826
175,58935,0.0,3161274.0,58935
176,59171,13.766263008117676,3173915.0,59171
177,59362,0.0,3184245.0,59362
178,59832,0.0,3209325.0,59832
179,60016,23.715898513793945,3219235.0,60016
180,60769,69.57628631591797,3259242.0,60769
181,62998,0.0,3379260.0,62998
182,63014,91.05292510986328,3380073.0,63014
183,64151,78.38330078125,3440740.0,64151
184,64378,0.0,3452589.0,64378
185,64474,42.0167350769043,3457758.0,64474
186,64501,19.840356826782227,3459138.0,64501
187,64945,81.66328430175781,3482890.0,64945
188,65273,24.758098602294922,3500273.0,65273
189,65289,0.0,3501189.0,65289
190,65850,34.84110641479492,3531009.0,65850
191,66090,285.1356506347656,3543692.0,66090
192,66102,16.207645416259766,3544320.0,66102
193,66263,73.851318359375,3552950.0,66263
194,67197,0.0,3603352.0,67197
195,67252,90.36410522460938,3606193.0,67252
196,67703,0.0,3630197.0,67703
197,67947,91.05292510986328,3643228.0,67947
198,68304,0.0,3662041.0,68304
199,69304,34.84110641479492,3715965.0,69304
200,70056,0.0,3756182.0,70056
201,70142,91.05292510986328,3760792.0,70142
202,70447,0.0,3776956.0,70447
203,70708,17.642826080322266,3791005.0,70708
204,70890,0.0,3800692.0,70890
205,70962,78.38330078125,3804646.0,70962
206,71085,0.0,3811353.0,71085
207,71484,7.670062065124512,3832825.0,71484
208,71577,11.29443359375,3837787.0,71577
209,71795,4.802979946136475,3849825.0,71795
210,71932,19.980079650878906,3857220.0,71932
211,72929,49.756561279296875,3910514.0,72929
212,73096,73.851318359375,3919312.0,73096
213,73810,0.0,3958008.0,73810
214,74069,49.569026947021484,3971960.0,74069
215,74072,91.05292510986328,3972109.0,74072
216,74183,0.0,3978186.0,74183
217,75175,0.0,4031809.0,75175
218,75923,78.38330078125,4072306.0,75923
219,75943,0.0,4073391.0,75943
220,77511,0.0,4158119.0,77511
221,77955,0.0,4181744.0,77955
222,78138,73.851318359375,4191375.0,78138
223,78159,10.91557502746582,4192441.0,78159
224,78373,73.851318359375,4204081.0,78373
225,78500,4.300291538238525,4210905.0,78500
226,79153,27.096019744873047,4246235.0,79153
227,80243,78.38330078125,4305079.0,80243
228,80921,0.0,4341335.0,80921
229,81206,79.8727798461914,4356618.0,81206
230,81213,48.069122314453125,4357022.0,81213
231,82080,0.0,4403443.0,82080
232,82345,0.0,4417869.0,82345
233,82387,18.922611236572266,4420172.0,82387
234,83097,0.0,4458506.0,83097
235,83595,0.0,4485275.0,83595
236,83634,9.509900093078613,4487344.0,83634
237,84294,0.0,4523151.0,84294
238,84425,79.22869110107422,4530153.0,84425
239,84463,0.0,4532152.0,84463
240,84630,124.63351440429688,4541086.0,84630
241,84684,12.114069938659668,4543844.0,84684
242,85056,58.814170837402344,4563923.0,85056
243,85245,11.595831871032715,4574337.0,85245
