,charts/episodic_return,global_step
0,18.51870346069336,3341.0
8,0.0,138087.0
24,58.23466110229492,518761.0
31,0.0,616107.0
38,56.32563018798828,722954.0
60,85.38506317138672,1122076.0
119,300.0459899902344,2489079.0
399,178.36196899414062,7663450.0
431,45.0,8276066.0
