,charts/episodic_return,global_step
0,44.637550354003906,15699.0
5,108.39491271972656,70272.0
16,45.49532699584961,297890.0
54,89.01094055175781,905880.0
125,37.66936111450195,2467434.0
182,281.8044128417969,3640783.0
405,572.8218383789062,7811133.0
