,charts/episodic_return,global_step
17,0.0,372009.0
19,43.301631927490234,420041.0
20,78.19969940185547,422223.0
29,41.518646240234375,620893.0
34,0.0,668286.0
117,130.62745666503906,2001479.0
196,931.2988891601562,3478321.0
197,49.40597915649414,3521822.0
447,480.12750244140625,8670780.0
