,charts/episodic_return,global_step
11,22.23206901550293,180868.0
19,136.41355895996094,309234.0
23,32.68348693847656,406320.0
41,0.0,751482.0
65,267.5320129394531,1191561.0
97,14.652990341186523,1899668.0
164,94.80000305175781,3298928.0
374,656.2506713867188,7302624.0
493,99.97134399414062,9908935.0
