Unnamed: 0,_step,charts/episodic_return,global_step,charts/decisions
24,7592,24.062102699279784,406140.0,7592
25,7982,20.926770668029786,427090.0,7982
26,8031,19.533126411437987,429601.0,8031
27,8336,19.533126411437987,445935.0,8336
28,8340,19.533126411437987,446144.0,8340
29,8387,18.674060859680175,448594.0,8387
30,8792,20.13063419342041,470493.0,8792
31,9447,17.17658145904541,505778.0,9447
32,9567,18.059293098449707,511941.0,9567
33,10026,18.19443890571594,536477.0,10026
34,10151,18.87928708076477,543030.0,10151
35,11814,19.469229097366334,632082.0,11814
36,11933,19.469229097366334,638147.0,11933
37,12070,18.973326272964478,645144.0,12070
38,12254,18.973326272964478,654951.0,12254
39,12675,18.973326272964478,677721.0,12675
40,12777,18.39699555397034,683272.0,12777
41,13007,18.39699555397034,695539.0,13007
42,13263,19.790639810562134,708963.0,13263
43,13445,17.007588357925414,718348.0,13445
44,13677,19.410965509414673,731000.0,13677
45,14221,19.410965509414673,760336.0,14221
46,14999,16.456912775039672,801915.0,14999
47,15121,16.456912775039672,808402.0,15121
48,15477,16.279502954483032,827657.0,15477
49,16074,18.619840326309205,859526.0,16074
50,16227,18.619840326309205,867742.0,16227
51,16358,21.755172357559204,874667.0,16358
52,16536,22.35065140724182,884146.0,16536
53,16643,22.657453889846803,889833.0,16643
54,17433,19.874402437210083,932868.0,17433
55,17695,18.41782910346985,946826.0,17695
56,18245,19.212823762893677,976160.0,18245
57,18378,19.786685457229613,983127.0,18378
58,18957,19.65153964996338,1014084.0,18957
59,19123,18.254771156311037,1022716.0,19123
60,19135,20.17590534210205,1023294.0,19135
61,19552,29.121952095031737,1045410.0,19552
62,19587,30.515596351623536,1047360.0,19587
63,19696,31.003333625793456,1053164.0,19696
64,19727,31.957077140808106,1054741.0,19727
65,19792,30.419081077575683,1058171.0,19792
66,19996,30.419081077575683,1069426.0,19996
67,20268,29.025436820983888,1083925.0,20268
68,20742,29.409675216674806,1109579.0,20742
69,20840,29.54615104675293,1115027.0,20840
70,21066,32.32920249938965,1126950.0,21066
71,21142,32.32920249938965,1131132.0,21142
72,21418,33.72284675598144,1145912.0,21418
73,21463,31.750205001831056,1148321.0,21463
74,21570,28.614872970581054,1154036.0,21570
75,21765,29.251557388305663,1164643.0,21765
76,22502,29.251557388305663,1204365.0,22502
77,22540,30.049722595214845,1206490.0,22540
78,23046,29.742920112609863,1234068.0,23046
79,23317,31.101255683898927,1248729.0,23317
80,23611,34.08774890899658,1264404.0,23611
81,24544,34.796362800598146,1314600.0,24544
82,24866,33.33978946685791,1331652.0,24866
83,25665,35.78033405303955,1373992.0,25665
84,25672,35.78033405303955,1374326.0,25672
85,26142,33.72707523345947,1399670.0,26142
86,26526,26.183362007141113,1420032.0,26526
87,26975,27.743770484924315,1444361.0,26975
88,27136,27.256033210754396,1452992.0,27136
89,27468,26.302289695739745,1470528.0,27468
90,27937,26.302289695739745,1495866.0,27937
91,29882,26.79799087524414,1600335.0,29882
92,29910,28.703262939453126,1601818.0,29910
93,31231,28.319024543762207,1671727.0,31231
94,31417,25.183692512512206,1681568.0,31417
95,31684,22.40064105987549,1695846.0,31684
96,31926,25.09332172393799,1709163.0,31926
97,31997,26.653730201721192,1712945.0,31997
98,32061,28.106142311096193,1716456.0,32061
99,32142,28.106142311096193,1720710.0,32142
100,32318,27.469457893371583,1730135.0,32318
101,32463,27.969548835754395,1737755.0,32463
102,32621,26.575904579162597,1746250.0,32621
103,32738,26.575904579162597,1752382.0,32738
104,33095,25.217569007873536,1771287.0,33095
105,33291,22.23107578277588,1781522.0,33291
106,33725,21.223370056152344,1805078.0,33725
107,33746,21.70793285369873,1806245.0,33746
108,34239,19.26738826751709,1832916.0,34239
109,34390,19.26738826751709,1840912.0,34390
110,34757,21.471249809265135,1860391.0,34757
111,34897,20.06891628265381,1867565.0,34897
112,34978,17.11486354827881,1871795.0,34978
113,35236,17.11486354827881,1885676.0,35236
114,35281,17.11486354827881,1887991.0,35281
115,35663,17.11486354827881,1907792.0,35663
116,36449,16.619162368774415,1950277.0,36449
117,36562,14.71389030456543,1956277.0,36562
118,36687,16.170463638305662,1962837.0,36687
119,36719,18.166479721069337,1964625.0,36719
120,36742,18.166479721069337,1965719.0,36742
121,36862,16.86744331359863,1972232.0,36862
122,36940,15.594059982299804,1976373.0,36940
123,36954,20.302624435424804,1977228.0,36954
124,37386,20.73924743652344,2000581.0,37386
125,37662,20.73924743652344,2015533.0,37662
126,37919,17.591561737060548,2029236.0,37919
127,38490,18.11443801879883,2060054.0,38490
128,38610,18.11443801879883,2066666.0,38610
129,38939,18.11443801879883,2084566.0,38939
130,39562,19.057251815795897,2117671.0,39562
131,39729,18.56134899139404,2126565.0,39729
132,40487,21.212118225097655,2166635.0,40487
133,40663,21.212118225097655,2176151.0,40663
134,40899,21.699855499267578,2188974.0,40899
135,41050,18.700999298095702,2197144.0,41050
136,41100,21.836331329345704,2199702.0,41100
137,41141,24.88326644897461,2202001.0,41141
138,41420,25.367829246520998,2216808.0,41420
139,41455,26.307552299499513,2218723.0,41455
140,41665,29.44288433074951,2230133.0,41665
141,42471,29.44288433074951,2273103.0,42471
142,42958,30.090666618347168,2299457.0,42958
143,44354,30.027737541198732,2373590.0,44354
144,44530,28.369052009582518,2383135.0,44530
145,45058,28.85678928375244,2411366.0,45058
146,45118,27.463145027160646,2414645.0,45118
147,45478,25.782475624084473,2433970.0,45478
148,45957,21.01514331817627,2459722.0,45957
149,46101,20.74881187438965,2467295.0,46101
150,46173,22.239843978881837,2470988.0,46173
151,46265,22.70296600341797,2476015.0,46265
152,46695,23.064472198486328,2499000.0,46695
153,46974,23.064472198486328,2514098.0,46974
154,46994,26.338090057373048,2515207.0,46994
155,47126,25.8830135345459,2522280.0,47126
156,47746,25.8830135345459,2555199.0,47746
157,47921,25.701734237670898,2564419.0,47921
158,48564,25.701734237670898,2599334.0,48564
159,48712,26.089995498657228,2607448.0,48712
160,49472,29.179415969848634,2647796.0,49472
161,49657,26.55282527923584,2657956.0,49657
162,50589,23.505890159606935,2708065.0,50589
163,51531,23.021327362060546,2758489.0,51531
164,51868,25.035657043457032,2776181.0,51868
165,52616,21.90032501220703,2816355.0,52616
166,52660,24.475018005371094,2818737.0,52660
167,53279,24.990176696777343,2851831.0,53279
168,53452,23.59653244018555,2861010.0,53452
169,54324,23.259201889038085,2907373.0,54324
170,54556,26.65638069152832,2919625.0,54556
171,54598,30.471020278930663,2921846.0,54598
172,54905,30.471020278930663,2938195.0,54905
173,54932,29.236098880767823,2939540.0,54932
174,55028,29.355953960418702,2944672.0,55028
175,55856,31.507038860321046,2989410.0,55856
176,56037,30.55617956161499,2999041.0,56037
177,56041,29.67179708480835,2999229.0,56041
178,56690,29.67179708480835,3033865.0,56690
179,57134,26.39817922592163,3057729.0,57134
180,57478,36.44032720565796,3076174.0,57478
181,57593,36.44032720565796,3082428.0,57593
182,58521,35.53088796615601,3132017.0,58521
183,59017,38.484940700531006,3158706.0,59017
184,59092,37.608942165374756,3162608.0,59092
185,59358,44.80154195785522,3176778.0,59358
186,59520,44.29280061721802,3185435.0,59520
187,60681,45.97347002029419,3247672.0,60681
188,60882,45.97347002029419,3258356.0,60882
189,60991,43.01941728591919,3264155.0,60991
190,61183,48.49286149978638,3274836.0,61183
191,61422,47.374741840362546,3287462.0,61422
192,61577,46.21180086135864,3295624.0,61577
193,61909,49.165853595733644,3313709.0,61909
194,62405,49.165853595733644,3340093.0,62405
195,62638,45.28093751907349,3352727.0,62638
196,64856,42.42825464248657,3471944.0,64856
197,65566,45.42711084365845,3510322.0,65566
198,65613,45.91985504150391,3512710.0,65613
199,65623,49.04223403930664,3513229.0,65623
200,65671,45.40011703491211,3515813.0,65671
201,65951,45.40011703491211,3530935.0,65951
202,66892,45.40011703491211,3581197.0,66892
203,66907,50.273172760009764,3581933.0,66907
204,67347,51.66681701660156,3605761.0,67347
205,67369,43.91998321533203,3606987.0,67369
206,67897,43.91998321533203,3634875.0,67897
207,67926,43.26901397705078,3636342.0,67926
208,68050,40.31496124267578,3642973.0,68050
