Unnamed: 0,_step,charts/episodic_return,global_step,charts/decisions
24,31523,22.50495143890381,580005.0,31523
25,33458,21.41248233795166,615080.0,33458
26,33586,20.28270618438721,617068.0,33586
27,33630,20.346687202453612,617733.0,33630
28,34551,22.051263275146486,635005.0,34551
29,35765,24.941517181396485,657430.0,35765
30,37041,24.941517181396485,679735.0,37041
31,38950,36.02688217163086,714529.0,38950
32,39127,35.06479316711426,717149.0,39127
33,39574,43.93903999328613,725565.0,39574
34,40410,43.35276514053345,741604.0,40410
35,40710,46.12406946182251,746525.0,40710
36,42312,45.54129083633423,777070.0,42312
37,42585,44.945290851593015,781739.0,42585
38,43118,47.267367420196535,791617.0,43118
39,43812,44.535638942718506,804260.0,43812
40,44167,44.7376389503479,810392.0,44167
41,44743,43.6526455116272,821798.0,44743
42,45009,41.978566837310794,826624.0,45009
43,48461,41.642973766326904,890535.0,48461
44,48705,40.87732278823852,895381.0,48705
45,49649,39.43733469009399,913485.0,49649
46,50461,39.43733469009399,929456.0,50461
47,50497,41.97638696670532,930161.0,50497
48,50800,44.058047428131104,936036.0,50800
49,51237,44.058047428131104,944825.0,51237
50,51529,43.99324792861938,951084.0,51529
51,52617,45.09289140701294,973494.0,52617
52,53621,47.11936479568482,995783.0,53621
53,55268,46.39988634109497,1028462.0,55268
54,55840,42.285778980255124,1039343.0,55840
55,56704,43.0955068397522,1058617.0,56704
56,57027,32.01014184951782,1065265.0,57027
57,57834,34.35476137161255,1080802.0,57834
58,59073,26.97154664993286,1106730.0,59073
59,59135,26.78134864807129,1108083.0,59135
60,60379,25.6490779876709,1133522.0,60379
61,60424,25.74712516784668,1134694.0,60424
62,61067,25.74712516784668,1148416.0,61067
63,62125,24.884858169555663,1169395.0,62125
64,62468,24.41797550201416,1176061.0,62468
65,63266,24.01797550201416,1192230.0,63266
66,63386,25.679702644348144,1194495.0,63386
67,64296,26.650001640319825,1213423.0,64296
68,64664,26.650001640319825,1220232.0,64664
69,65188,27.990773010253907,1231361.0,65188
70,65584,29.281053466796877,1239486.0,65584
71,65674,35.15578430175781,1241472.0,65674
72,65938,32.98067825317383,1246286.0,65938
73,66469,30.899017791748047,1256323.0,66469
74,66901,31.085430870056154,1266576.0,66901
75,69712,33.920550422668455,1322763.0,69712
76,70446,40.65124935150146,1338130.0,70446
77,70880,37.46435737609863,1346444.0,70880
78,73881,37.654949264526365,1404080.0,73881
79,73989,39.32890739440918,1406458.0,73989
80,75693,39.06009063720703,1442880.0,75693
81,75931,40.479339141845706,1447771.0,75931
82,76152,39.23642761230469,1452084.0,76152
83,76694,39.926990051269534,1463114.0,76694
84,78169,44.08197998046875,1492731.0,78169
85,78352,53.1211262512207,1497037.0,78352
86,78940,55.45108749389649,1509107.0,78940
87,79617,64.57318405151368,1523154.0,79617
88,80597,63.45739780426025,1543488.0,80597
89,80645,67.12276462554932,1544564.0,80645
90,81109,80.93704807281495,1553970.0,81109
91,81973,81.41679492950439,1570838.0,81973
92,84415,84.34961727142334,1619101.0,84415
93,84507,85.04004299163819,1620609.0,84507
94,86442,83.14562480926514,1659521.0,86442
95,86612,81.85534435272217,1662944.0,86612
96,87000,80.40848857879638,1670919.0,87000
97,87948,80.97866817474365,1690407.0,87948
98,88801,85.20543392181396,1707769.0,88801
99,89040,86.06001953125,1712868.0,89040
100,90468,82.44082000732422,1741145.0,90468
101,92076,75.51397895812988,1774094.0,92076
102,92993,76.93245784759522,1791813.0,92993
103,93373,78.3639278793335,1799095.0,93373
104,95877,76.68996974945068,1850150.0,95877
105,95893,76.14905864715575,1850446.0,95893
106,96285,78.81530727386475,1858393.0,96285
107,96391,77.46832530975342,1860504.0,96391
108,97461,75.83506408691406,1881366.0,97461
109,100050,73.11665786743164,1933511.0,100050
110,101500,63.35199516296387,1961873.0,101500
111,102559,64.08262840270996,1981611.0,102559
112,107711,57.791710739135745,2079310.0,107711
113,108293,59.30302539825439,2090695.0,108293
114,110075,59.482486457824706,2123176.0,110075
115,110308,48.97250202178955,2127963.0,110308
