Unnamed: 0,_step,charts/episodic_return,global_step,charts/decisions
24,29437,29.956720733642577,451641.0,29437
25,29832,29.568601150512695,457743.0,29832
26,36554,30.57651782989502,560881.0,36554
27,38237,29.18631977081299,586732.0,38237
28,39213,30.989712409973144,601704.0,39213
29,39668,31.98574863433838,608715.0,39668
30,39689,32.75812602996826,609030.0,39689
31,41094,33.15812602996826,630596.0,41094
32,41478,31.833048152923585,636452.0,41478
33,42420,31.630058345794676,650889.0,42420
34,47908,31.802070007324218,735110.0,47908
35,48970,31.018601684570314,751394.0,48970
36,49253,31.559463577270506,755709.0,49253
37,49586,32.99530521392822,760833.0,49586
38,55389,33.010801734924314,849819.0,55389
39,55510,35.26708545684814,851719.0,55510
40,56086,35.61264072418213,860473.0,56086
41,56654,38.4476184463501,869179.0,56654
42,59278,37.67914165496826,909363.0,59278
43,59287,34.04785076141357,909493.0,59287
44,60693,37.90565807342529,931065.0,60693
45,60966,37.860941123962405,935206.0,60966
46,61862,36.72351964950562,948846.0,61862
47,64133,37.100111713409426,983726.0,64133
48,64724,51.2619171333313,992778.0,64724
49,71906,48.46116090774536,1102973.0,71906
50,72152,59.90048097610474,1106792.0,72152
51,72755,58.51960460662842,1116108.0,72755
52,74960,61.069714012145994,1150024.0,74960
53,75107,61.277184715271,1152282.0,75107
54,76017,60.13020603179932,1166210.0,76017
55,76863,63.06744625091553,1179197.0,76863
56,77214,67.84599361419677,1184612.0,77214
57,79934,67.65579561233521,1226124.0,79934
58,80631,67.82242799758912,1236806.0,80631
59,81491,67.65041633605956,1249969.0,81491
60,83705,67.51040962219238,1283897.0,83705
61,83965,69.97680458068848,1287850.0,83965
62,84343,70.85020271301269,1293629.0,84343
63,86070,69.29716941833496,1319985.0,86070
64,86834,67.7739337158203,1331673.0,86834
65,89944,70.29004768371583,1379397.0,89944
66,90087,67.51109169006348,1381623.0,90087
67,90655,67.51109169006348,1390318.0,90655
68,90887,70.81547340393067,1393873.0,90887
69,92165,67.50626983642579,1413582.0,92165
70,92215,70.14631942749024,1414363.0,92215
71,93811,72.39085500717164,1438761.0,93811
72,95003,75.29723016738892,1456966.0,95003
73,95093,60.3682932472229,1458374.0,95093
74,95219,62.5911579322815,1460301.0,95219
75,97017,52.10403299331665,1487946.0,97017
76,98071,59.87151321411133,1504147.0,98071
77,98484,59.70395980834961,1510552.0,98484
78,101339,63.61679092407226,1554418.0,101339
79,101830,72.42263954162598,1561994.0,101830
80,103870,68.90321992874145,1593270.0,103870
81,104770,67.76882692337036,1606925.0,104770
82,104805,69.70166246414185,1607458.0,104805
83,106050,72.64923318862915,1626599.0,106050
84,106112,72.83752922058106,1627571.0,106112
85,107759,71.53634201049805,1652975.0,107759
86,111932,70.0289730834961,1716853.0,111932
87,112107,71.15398376464844,1719497.0,112107
88,112674,70.99350257873535,1728225.0,112674
89,113220,71.90118041992187,1736630.0,113220
90,115405,72.86663818359375,1770075.0,115405
91,115493,72.00088439941406,1771436.0,115493
92,115812,76.72376647949218,1776309.0,115812
93,116446,78.52352661132812,1785966.0,116446
94,118513,83.2992618560791,1817690.0,118513
