Unnamed: 0,_step,charts/episodic_return,global_step,charts/decisions
24,20513,39.61615955352783,379087.0,20513
25,20993,39.7934365272522,388129.0,20993
26,22246,38.75580095291138,409522.0,22246
27,22373,39.863094577789305,411965.0,22373
28,25004,44.249935474395755,459770.0,25004
29,26940,46.45242120742798,494122.0,26940
30,26987,42.35996210098266,494922.0,26987
31,27205,40.53886842727661,498910.0,27205
32,28333,40.04503629684448,520218.0,28333
33,28460,38.91072942733765,522418.0,28460
34,29667,39.993233852386474,545481.0,29667
35,30450,44.32674367904663,559446.0,30450
36,30684,44.32674367904663,563989.0,30684
37,32114,51.064967708587645,588934.0,32114
38,35036,52.85878606796265,641776.0,35036
39,36256,55.11197057723999,664775.0,36256
40,36786,55.545933437347415,674214.0,36786
41,37556,55.545933437347415,688390.0,37556
42,39179,55.545933437347415,716960.0,39179
43,39429,54.67041219711304,721677.0,39429
44,41153,44.71844274520874,752471.0,41153
45,42620,44.18800634384155,779019.0,42620
46,45269,45.509210872650144,826154.0,45269
47,45386,38.499959774017334,828043.0,45386
48,45392,40.09325811386108,828223.0,45392
49,45659,39.61419027328491,833114.0,45659
50,46405,40.51175041198731,846226.0,46405
51,46706,42.419337310791015,851882.0,46706
52,48745,42.64891487121582,888852.0,48745
53,49923,39.476990127563475,909531.0,49923
54,51358,36.43157875061035,938730.0,51358
55,51671,36.63157875061035,944666.0,51671
56,52146,36.46532081604004,954290.0,52146
57,52320,37.221472091674805,957864.0,52320
58,53655,51.29773307800293,984627.0,53655
59,54605,53.75778633117676,1002791.0,54605
60,57007,50.01631649017334,1053083.0,57007
61,57335,50.01631649017334,1059325.0,57335
62,57633,41.07130611419678,1064799.0,57633
63,58938,39.279167671203616,1093183.0,58938
64,60437,37.02598316192627,1124761.0,60437
65,63123,36.332347946167,1178422.0,63123
66,63561,36.511415596008305,1187351.0,63561
67,65208,38.52559864044189,1219071.0,65208
68,67222,38.52559864044189,1259191.0,67222
69,68332,38.188421363830564,1282571.0,68332
70,70195,38.38444135665893,1319878.0,70195
71,71142,37.66901426315307,1338526.0,71142
72,71212,37.76728681564331,1340029.0,71212
73,73291,36.17398847579956,1379615.0,73291
74,73377,39.167793407440186,1380882.0,73377
